	source_pid	source_ptitle	target_pid	target_ptitle	mean_score	source_ptitle_de	target_ptitle_de	source_ptitle_fa	target_ptitle_fa	source_ptitle_fr	target_ptitle_fr	source_ptitle_it	target_ptitle_it	source_ptitle_ja	target_ptitle_ja	source_ptitle_pl	target_ptitle_pl	source_ptitle_ru	target_ptitle_ru
368	154099	Kim_Jong-il	72595	Tsinghua_University	13.25	Kim_Jong-il	Tsinghua-Universität	کیم_جونگ_ایل	دانشگاه_چینهوا	Kim_Jong-il	Université_Tsinghua	Kim_Jong-il	Università_Tsinghua	金正日	清華大学	Kim_Dzong_Il	Uniwersytet_Tsinghua	Ким_Чен_Ир	Университет_Цинхуа
369	16743	Karl_Marx	180542	Himeji_Castle	13.25	Karl_Marx	Burg_Himeji	کارل_مارکس	قلعه_هیمه‌جی	Karl_Marx	Château_de_Himeji	Karl_Marx	Castello_di_Himeji	カール・マルクス	姫路城	Karl_Marx	Zamek_Himeji	Маркс,_Карл	Замок_Химэдзи
370	77363	Oedipus	36487	Sparta	13.2	Ödipus	Sparta	ادیپ	اسپارت	Œdipe	Sparte	Edipo	Sparta	オイディプース	スパルタ	Edyp	Sparta_(polis)	Эдип	Спарта
371	16027	J._K._Rowling	10672	Frank_Zappa	12.8	Joanne_K._Rowling	Frank_Zappa	جی.کی._رولینگ	فرانک_زاپا	J._K._Rowling	Frank_Zappa	J._K._Rowling	Frank_Zappa	J・K・ローリング	フランク・ザッパ	J.K._Rowling	Frank_Zappa	Роулинг,_Джоан	Заппа,_Фрэнк
372	213163	Gary_Oldman	18110	Los_Angeles	12.8	Gary_Oldman	Los_Angeles	گری_اولدمن	لس_آنجلس	Gary_Oldman	Los_Angeles	Gary_Oldman	Los_Angeles	ゲイリー・オールドマン	ロサンゼルス	Gary_Oldman	Los_Angeles	Олдмен,_Гэри	Лос-Анджелес
373	12153654	Elizabeth_II	4790115	White_House_Correspondents'_Association	12.8	Elisabeth_II.	White_House_Correspondents’_Association	الیزابت_دوم		Élisabeth_II	Association_des_correspondants_de_la_Maison-Blanche	Elisabetta_II_del_Regno_Unito		エリザベス2世	ホワイトハウス記者協会	Elżbieta_II		Елизавета_II	
374	365927	Mount_Kenya	85232	Lagos	12.8	Mount-Kenya-Massiv	Lagos	کوه_کنیا	لاگوس	Mont_Kenya	Lagos	Monte_Kenya	Lagos	ケニア山	ラゴス	Kenia_(góra)	Lagos	Кения_(гора)	Лагос
375	22680	Oda_Nobunaga	180542	Himeji_Castle	12.8	Oda_Nobunaga	Burg_Himeji	اودا_نوبوناگا	قلعه_هیمه‌جی	Oda_Nobunaga	Château_de_Himeji	Oda_Nobunaga	Castello_di_Himeji	織田信長	姫路城	Nobunaga_Oda	Zamek_Himeji	Ода_Нобунага	Замок_Химэдзи
376	33265	Winston_Churchill	171166	Nepal	12.6	Winston_Churchill	Nepal	وینستون_چرچیل	نپال	Winston_Churchill	Népal	Winston_Churchill	Nepal	ウィンストン・チャーチル	ネパール		Nepal	Черчилль,_Уинстон	Непал
377	60706	National_Collegiate_Athletic_Association	223373	National_Labor_Relations_Board	12.6	National_Collegiate_Athletic_Association		اتحادیه_ملی_ورزش_دانشگاهی		National_Collegiate_Athletic_Association	National_Labor_Relations_Board	National_Collegiate_Athletic_Association	National_Labor_Relations_Board	全米大学体育協会		National_Collegiate_Athletic_Association		Национальная_ассоциация_студенческого_спорта	Национальное_управление_по_трудовым_отношениям
378	142715	Emirates_(airline)	156879	Spanish_Navy	12.6	Emirates	Armada_Española	هواپیمایی_امارات	نیروی_دریایی_اسپانیا	Emirates	Armada_espagnole	Emirates	Armada_Española	エミレーツ航空	スペイン海軍	Emirates	Armada_Española	Emirates_(авиакомпания)	Военно-морские_силы_Испании
379	60706	National_Collegiate_Athletic_Association	1430270	Delhi_University	12.5	National_Collegiate_Athletic_Association	University_of_Delhi	اتحادیه_ملی_ورزش_دانشگاهی	دانشگاه_دهلی	National_Collegiate_Athletic_Association	Université_de_Delhi	National_Collegiate_Athletic_Association	Università_di_Delhi	全米大学体育協会	デリー大学	National_Collegiate_Athletic_Association	Uniwersytet_w_Delhi	Национальная_ассоциация_студенческого_спорта	Делийский_университет
380	460349	Ralph_Lauren	8133	Dalai_Lama	12.25	Ralph_Lauren	Dalai_Lama	رالف_لورن	دالایی_لاما	Ralph_Lauren	Dalaï-lama	Ralph_Lauren	Dalai_Lama	ラルフ・ローレン	ダライ・ラマ	Ralph_Lauren	Dalajlama	Лорен,_Ральф	Далай-лама
381	148784	Queen_Latifah	18701436	Tumblr	12.25	Queen_Latifah	Tumblr	کویین_لطیفه	تامبلر	Queen_Latifah	Tumblr	Queen_Latifah	Tumblr	クィーン・ラティファ	Tumblr	Queen_Latifah	Tumblr	Куин_Латифа	Tumblr
382	4637590	Bob_Dylan	3301347	Tony_Blair	12.25	Bob_Dylan	Tony_Blair	باب_دیلن	تونی_بلر	Bob_Dylan	Tony_Blair	Bob_Dylan	Tony_Blair	ボブ・ディラン	トニー・ブレア	Bob_Dylan	Tony_Blair	Дилан,_Боб	Блэр,_Тони
383	14984	International_Atomic_Energy_Agency	159999	University_of_Tehran	12.25	Internationale_Atomenergie-Organisation	Universität_Teheran	آژانس_بین‌المللی_انرژی_اتمی	دانشگاه_تهران	Agence_internationale_de_l'énergie_atomique	Université_de_Téhéran	Agenzia_internazionale_per_l'energia_atomica	Università_di_Teheran	国際原子力機関	テヘラン大学	Międzynarodowa_Agencja_Energii_Atomowej	Uniwersytet_Teherański	Международное_агентство_по_атомной_энергии	Тегеранский_университет
384	38965	Cary_Grant	645042	New_York_City	12.25	Cary_Grant	New_York_City	کری_گرانت	نیویورک	Cary_Grant	New_York	Cary_Grant	New_York	ケーリー・グラント	ニューヨーク	Cary_Grant	Nowy_Jork	Грант,_Кэри	Нью-Йорк
385	229765	Vatican_Museums	11125639	Turkey	12.25	Vatikanische_Museen	Türkei	موزه‌های_واتیکان	ترکیه	Musées_du_Vatican	Turquie	Musei_Vaticani	Turchia	バチカン美術館	トルコ	Muzea_Watykańskie	Turcja	Музеи_Ватикана	Турция
386	30057	Tokyo	180968	Colorado_River	12.0	Präfektur_Tokio	Colorado_River	توکیو	رودخانه_کلرادو	Tokyo	Colorado_(fleuve)	Tokyo	Colorado_(fiume_Colorado)	東京都	コロラド川	Tokio	Kolorado_(rzeka)	Токио	Колорадо_(река)
387	3414021	George_W._Bush	22997	Panama	12.0	George_W._Bush	Panama	جرج_دابلیو._بوش	پاناما	George_W._Bush	Panama	George_W._Bush	Panama	ジョージ・W・ブッシュ	パナマ	George_W._Bush	Panama	Буш,_Джордж_Уокер	Панама
388	2150841	Lionel_Messi	54386	Philip_II_of_Spain	12.0	Lionel_Messi	Philipp_II._(Spanien)	لیونل_مسی	فلیپه_دوم	Lionel_Messi	Philippe_II_(roi_d'Espagne)	Lionel_Messi	Filippo_II_di_Spagna	リオネル・メッシ	フェリペ2世_(スペイン王)	Lionel_Messi	Filip_II_Habsburg	Месси,_Лионель	Филипп_II_(король_Испании)
389	3329087	Virgin_Media	31797	University_of_Oxford	12.0		University_of_Oxford	ویرجین_مدیا	دانشگاه_آکسفورد	Virgin_Media	Université_d'Oxford	Virgin_Media	Università_di_Oxford	ヴァージン・メディア	オックスフォード大学	Virgin_Media	Uniwersytet_Oksfordzki	Virgin_Media	Оксфордский_университет
390	16275	Jakarta	3383	Brazil	11.8	Jakarta	Brasilien	جاکارتا	برزیل	Jakarta	Brésil	Giacarta	Brasile	ジャカルタ	ブラジル	Dżakarta	Brazylia	Джакарта	Бразилия
391	15825	John_Steinbeck	77880	Zinedine_Zidane	11.8	John_Steinbeck	Zinédine_Zidane	جان_استاین‌بک	زین‌الدین_زیدان	John_Steinbeck	Zinédine_Zidane	John_Steinbeck	Zinédine_Zidane	ジョン・スタインベック	ジネディーヌ・ジダン	John_Steinbeck	Zinédine_Zidane	Стейнбек,_Джон	Зидан,_Зинедин
392	72811	Zhang_Ziyi	170326	Universal_Pictures	11.75	Zhang_Ziyi	Universal_Studios	جانگ_زئی	یونیورسال_پیکچرز	Zhang_Ziyi	Universal_Pictures	Zhang_Ziyi	Universal_Pictures	章子怡	ユニバーサル・スタジオ	Zhang_Ziyi	Universal_Studios_Entertainment	Чжан_Цзыи	Universal_Pictures
393	158454	Dale_Earnhardt_Jr.	21139	North_America	11.75	Dale_Earnhardt_junior	Nordamerika		آمریکای_شمالی	Dale_Earnhardt_Jr.	Amérique_du_Nord	Dale_Earnhardt_Jr.	America_del_Nord	デイル・アーンハート・ジュニア	北アメリカ	Dale_Earnhardt_Jr.	Ameryka_Północna	Эрнхардт,_Дейл_(младший)	Северная_Америка
394	211271	Bogotá	146720	Drug_Enforcement_Administration	11.75	Bogotá	Drug_Enforcement_Administration	بوگوتا	اداره_مبارزه_با_مواد_مخدر_آمریکا	Bogota	Drug_Enforcement_Administration	Bogotà	Drug_Enforcement_Administration	ボゴタ	麻薬取締局	Bogota	Drug_Enforcement_Administration	Богота	Управление_по_борьбе_с_наркотиками
395	17349325	United_States_Marine_Corps	479944	Alcoa	11.75	United_States_Marine_Corps	Alcoa	سپاه_تفنگداران_دریایی_ایالات_متحده_آمریکا	آلکوا	United_States_Marine_Corps	Alcoa	United_States_Marine_Corps	Alcoa	アメリカ海兵隊	アルコア	United_States_Marine_Corps	Alcoa	Корпус_морской_пехоты_США	Alcoa
396	19698439	Oxfam	7955325	University_of_Toronto	11.6	Oxfam	University_of_Toronto	آکسفام	دانشگاه_تورنتو	Oxfam_International	Université_de_Toronto	Oxfam	Università_di_Toronto	オックスファム	トロント大学	Oxfam	University_of_Toronto	Оксфам	Торонтский_университет
397	54403	Dizzy_Gillespie	5043192	Hillary_Clinton	11.5	Dizzy_Gillespie	Hillary_Clinton	دیزی_گیلیسپی	هیلاری_کلینتون	Dizzy_Gillespie	Hillary_Clinton	Dizzy_Gillespie	Hillary_Clinton	ディジー・ガレスピー	ヒラリー・クリントン	Dizzy_Gillespie	Hillary_Clinton	Гиллеспи,_Диззи	Клинтон,_Хиллари
398	17914	Ludwig_van_Beethoven	14532	Italy	11.5	Ludwig_van_Beethoven	Italien	لودویگ_فان_بتهوون	ایتالیا	Ludwig_van_Beethoven	Italie	Ludwig_van_Beethoven	Italia	ルートヴィヒ・ヴァン・ベートーヴェン	イタリア	Ludwig_van_Beethoven	Włochy	Бетховен,_Людвиг_ван	Италия
399	6260	Claude_Debussy	9316	England	11.4	Claude_Debussy	England	کلود_دبوسی	انگلستان	Claude_Debussy	Angleterre	Claude_Debussy	Inghilterra	クロード・ドビュッシー	イングランド	Claude_Debussy	Anglia	Дебюсси,_Клод	Англия
400	90050	Nefertiti	7515849	Syria	11.25	Nofretete	Syrien	نفرتیتی	سوریه	Néfertiti	Syrie	Nefertiti	Siria	ネフェルティティ	シリア	Nefertiti	Syria	Нефертити	Сирия
401	39177668	RZA	200414	Boston_Pops_Orchestra	11.25	RZA_(Rapper)	Boston_Pops_Orchestra	رزا_(رپر)	ارکستر_بوستون_پاپس	RZA	Orchestre_Boston_Pops	RZA	Boston_Pops_Orchestra	RZA	ボストン・ポップス・オーケストラ	RZA		RZA	
402	26909	Silvio_Berlusconi	31975	United_States_Department_of_State	11.25	Silvio_Berlusconi	Außenministerium_der_Vereinigten_Staaten	سیلویو_برلوسکونی	وزارت_امور_خارجه_ایالات_متحده_آمریکا	Silvio_Berlusconi	Département_d'État_des_États-Unis	Silvio_Berlusconi	Dipartimento_di_Stato_degli_Stati_Uniti_d'America	シルヴィオ・ベルルスコーニ	アメリカ合衆国国務省	Silvio_Berlusconi	Departament_Stanu_Stanów_Zjednoczonych	Берлускони,_Сильвио	Государственный_департамент_США
403	61999	Danielle_Steel	158454	Dale_Earnhardt_Jr.	11.2	Danielle_Steel	Dale_Earnhardt_junior	دانیل_استیل		Danielle_Steel	Dale_Earnhardt_Jr.	Danielle_Steel	Dale_Earnhardt_Jr.	ダニエル・スティール	デイル・アーンハート・ジュニア	Danielle_Steel	Dale_Earnhardt_Jr.	Стил,_Даниэла	Эрнхардт,_Дейл_(младший)
404	23033	Portugal	10363	European_Space_Agency	11.0	Portugal	Europäische_Weltraumorganisation	پرتغال	آژانس_فضایی_اروپا	Portugal	Agence_spatiale_européenne	Portogallo	Agenzia_spaziale_europea	ポルトガル	欧州宇宙機関	Portugalia	Europejska_Agencja_Kosmiczna	Португалия	Европейское_космическое_агентство
405	9428	Ernest_Hemingway	19127	Mali	11.0	Ernest_Hemingway	Mali	ارنست_همینگوی	مالی	Ernest_Hemingway	Mali	Ernest_Hemingway	Mali	アーネスト・ヘミングウェイ	マリ共和国	Ernest_Hemingway	Mali	Хемингуэй,_Эрнест	Мали
406	57445	Thurgood_Marshall	2150841	Lionel_Messi	11.0	Thurgood_Marshall	Lionel_Messi	تورگود_مارشال	لیونل_مسی	Thurgood_Marshall	Lionel_Messi	Thurgood_Marshall	Lionel_Messi	サーグッド・マーシャル	リオネル・メッシ	Thurgood_Marshall	Lionel_Messi	Маршалл,_Тэргуд	Месси,_Лионель
407	4913064	New_Zealand	97733	Lufthansa	10.8	Neuseeland	Lufthansa	نیوزیلند	لوفت‌هانزا	Nouvelle-Zélande	Lufthansa	Nuova_Zelanda	Lufthansa	ニュージーランド	ルフトハンザドイツ航空	Nowa_Zelandia	Lufthansa	Новая_Зеландия	Lufthansa
408	3301347	Tony_Blair	22997	Panama	10.8	Tony_Blair	Panama	تونی_بلر	پاناما	Tony_Blair	Panama	Tony_Blair	Panama	トニー・ブレア	パナマ	Tony_Blair	Panama	Блэр,_Тони	Панама
409	3383	Brazil	68187	FC_Barcelona	10.75	Brasilien	FC_Barcelona	برزیل	باشگاه_فوتبال_بارسلونا	Brésil	FC_Barcelone_(football)	Brasile	Futbol_Club_Barcelona	ブラジル	FCバルセロナ	Brazylia	FC_Barcelona	Бразилия	Барселона_(футбольный_клуб)
410	37756	Delhi	469729	New_York_Mercantile_Exchange	10.5	Delhi	New_York_Mercantile_Exchange	دهلی	بورس_کالای_نیویورک	Delhi	New_York_Mercantile_Exchange	Delhi	NYMEX	デリー	ニューヨーク・マーカンタイル取引所	Delhi		Дели	Нью-Йоркская_товарная_биржа
411	12153654	Elizabeth_II	18959138	Antarctica	10.5	Elisabeth_II.	Antarktika	الیزابت_دوم	جنوبگان	Élisabeth_II	Antarctique	Elisabetta_II_del_Regno_Unito	Antartide	エリザベス2世	南極大陸	Elżbieta_II	Antarktyda	Елизавета_II	Антарктида
412	18959138	Antarctica	58666	United_States_Environmental_Protection_Agency	10.5	Antarktika	Environmental_Protection_Agency	جنوبگان	سازمان_حفاظت_از_محیط_زیست_ایالات_متحده_آمریکا	Antarctique	Environmental_Protection_Agency	Antartide	Agenzia_statunitense_per_la_protezione_dell'ambiente	南極大陸	アメリカ合衆国環境保護庁	Antarktyda	Environmental_Protection_Agency	Антарктида	Агентство_по_охране_окружающей_среды_США
413	534366	Barack_Obama	9239	Europe	10.5	Barack_Obama	Europa	باراک_اوباما	اروپا	Barack_Obama	Europe	Barack_Obama	Europa	バラク・オバマ	ヨーロッパ	Barack_Obama	Europa	Обама,_Барак	Европа
414	195809	PayPal	67704	London_School_of_Economics	10.4	PayPal	London_School_of_Economics_and_Political_Science	پی‌پل	مدرسه_اقتصاد_لندن	PayPal	London_School_of_Economics	PayPal	London_School_of_Economics_and_Political_Science	PayPal	ロンドン・スクール・オブ・エコノミクス	PayPal	London_School_of_Economics	PayPal	Лондонская_школа_экономики_и_политических_наук
415	175855	Karl_Lagerfeld	17566665	Lord_Byron	10.4	Karl_Lagerfeld	George_Gordon_Byron	کارل_لاگرفلد	لرد_بایرون	Karl_Lagerfeld	Lord_Byron	Karl_Lagerfeld	George_Gordon_Byron	カール・ラガーフェルド	ジョージ・ゴードン・バイロン	Karl_Lagerfeld	George_Gordon_Byron	Лагерфельд,_Карл	Байрон,_Джордж_Гордон
416	47923	Queen_Victoria	22989	Paris	10.25	Victoria_(Vereinigtes_Königreich)	Paris	ملکه_ویکتوریا	پاریس	Victoria_(reine)	Paris	Vittoria_del_Regno_Unito	Parigi	ヴィクトリア_(イギリス女王)	パリ	Wiktoria_Hanowerska	Paryż	Виктория_(королева_Великобритании)	Париж
417	15924	Julius_Caesar	26964606	Austria	10.25	Gaius_Iulius_Caesar	Österreich	ژولیوس_سزار	اتریش	Jules_César	Autriche	Gaio_Giulio_Cesare	Austria	ガイウス・ユリウス・カエサル	オーストリア	Gajusz_Juliusz_Cezar	Austria	Гай_Юлий_Цезарь	Австрия
418	356167	Stone_Cold_Steve_Austin	165813	Manchester_City_F.C.	10.2	Steve_Austin	Manchester_City	استیو_آستین	باشگاه_فوتبال_منچستر_سیتی	Stone_Cold_Steve_Austin	Manchester_City_Football_Club	Stone_Cold_Steve_Austin	Manchester_City_Football_Club	ストーン・コールド・スティーブ・オースチン	マンチェスター・シティFC	Stone_Cold_Steve_Austin	Manchester_City_F.C.	Остин,_Стив	Манчестер_Сити
419	3992	Bram_Stoker	22989	Paris	10.0	Bram_Stoker	Paris	برام_استوکر	پاریس	Bram_Stoker	Paris	Bram_Stoker	Parigi	ブラム・ストーカー	パリ	Bram_Stoker	Paryż	Стокер,_Брэм	Париж
420	37527	Alfa_Romeo	68187	FC_Barcelona	9.8	Alfa_Romeo	FC_Barcelona	آلفا_رومئو	باشگاه_فوتبال_بارسلونا	Alfa_Romeo	FC_Barcelone_(football)	Alfa_Romeo	Futbol_Club_Barcelona	アルファロメオ	FCバルセロナ	Alfa_Romeo	FC_Barcelona	Alfa_Romeo	Барселона_(футбольный_клуб)
421	26909	Silvio_Berlusconi	42622	European_Court_of_Human_Rights	9.8	Silvio_Berlusconi	Europäischer_Gerichtshof_für_Menschenrechte	سیلویو_برلوسکونی	دادگاه_حقوق_بشر_اروپا	Silvio_Berlusconi	Cour_européenne_des_droits_de_l'homme	Silvio_Berlusconi	Corte_europea_dei_diritti_dell'uomo	シルヴィオ・ベルルスコーニ	欧州人権裁判所	Silvio_Berlusconi	Europejski_Trybunał_Praw_Człowieka	Берлускони,_Сильвио	Европейский_суд_по_правам_человека
422	10363	European_Space_Agency	3186173	Cornell_University_Press	9.75	Europäische_Weltraumorganisation	Cornell_University_Press	آژانس_فضایی_اروپا		Agence_spatiale_européenne	Cornell_University_Press	Agenzia_spaziale_europea		欧州宇宙機関		Europejska_Agencja_Kosmiczna		Европейское_космическое_агентство	
423	450053	Habitat_for_Humanity	256913	Qualcomm	9.75	Habitat_for_Humanity	Qualcomm		کوالکام	Habitat_for_Humanity_International	Qualcomm		Qualcomm		クアルコム	Habitat_for_Humanity	Qualcomm	Habitat_for_Humanity_International	Qualcomm
424	3356	Bill_Clinton	19985712	Small_Business_Administration	9.75	Bill_Clinton	Small_Business_Administration	بیل_کلینتون	اداره_کسب‌وکارهای_کوچک	Bill_Clinton	Small_Business_Administration	Bill_Clinton	Agenzia_per_le_piccole_imprese	ビル・クリントン		Bill_Clinton		Клинтон,_Билл	Управление_по_делам_малого_бизнеса_(США)
425	19260	Moldova	15049	Indianapolis_Colts	9.5	Republik_Moldau	Indianapolis_Colts	مولداوی	ایندیاناپولیس_کولتز	Moldavie	Colts_d'Indianapolis	Moldavia	Indianapolis_Colts	モルドバ	インディアナポリス・コルツ	Mołdawia	Indianapolis_Colts	Молдавия	Индианаполис_Колтс
426	14187	Henry_VIII	26328	Royal_Australian_Air_Force	9.4	Heinrich_VIII._(England)	Royal_Australian_Air_Force	هنری_هشتم	نیروی_هوایی_سلطنتی_استرالیا	Henri_VIII	Force_aérienne_royale_australienne	Enrico_VIII_d'Inghilterra	Royal_Australian_Air_Force	ヘンリー8世_(イングランド王)	オーストラリア空軍	Henryk_VIII_Tudor	Royal_Australian_Air_Force	Генрих_VIII	Королевские_военно-воздушные_силы_Австралии
427	15992	Jimmy_Carter	381075	Moscow_Kremlin	9.4	Jimmy_Carter	Moskauer_Kreml	جیمی_کارتر	کرملین_مسکو	Jimmy_Carter	Kremlin_de_Moscou	Jimmy_Carter	Cremlino_di_Mosca	ジミー・カーター	クレムリン	Jimmy_Carter	Kreml_moskiewski	Картер,_Джимми	Московский_Кремль
428	5042916	Canada	1950	American_Civil_Liberties_Union	9.25	Kanada	American_Civil_Liberties_Union	کانادا	اتحادیه_آزادی‌های_مدنی_آمریکا	Canada	Union_américaine_pour_les_libertés_civiles	Canada	American_Civil_Liberties_Union	カナダ	アメリカ自由人権協会	Kanada	American_Civil_Liberties_Union	Канада	Американский_союз_защиты_гражданских_свобод
429	15992	Jimmy_Carter	19985712	Small_Business_Administration	9.0	Jimmy_Carter	Small_Business_Administration	جیمی_کارتر	اداره_کسب‌وکارهای_کوچک	Jimmy_Carter	Small_Business_Administration	Jimmy_Carter	Agenzia_per_le_piccole_imprese	ジミー・カーター		Jimmy_Carter		Картер,_Джимми	Управление_по_делам_малого_бизнеса_(США)
430	3354	Berlin	31800	University_of_Oslo	9.0	Berlin	Universität_Oslo	برلین	دانشگاه_اسلو	Berlin	Université_d'Oslo	Berlino	Università_di_Oslo	ベルリン	オスロ大学	Berlin	Uniwersytet_w_Oslo	Берлин	Университет_Осло
431	19159283	Seoul	61768	Mount_Sinai	9.0	Seoul	Sinai_(Berg)	سئول	کوه_سینا	Séoul	Mont_Sinaï	Seul	Monte_Sinai_(Egitto)	ソウル特別市	シナイ山	Seul	Synaj_(góra)	Сеул	Синай_(гора)
432	30172853	Nicholas_II_of_Russia	30108	Tajikistan	9.0	Nikolaus_II._(Russland)	Tadschikistan	نیکلای_دوم	تاجیکستان	Nicolas_II	Tadjikistan	Nicola_II_di_Russia	Tagikistan	ニコライ2世	タジキスタン	Mikołaj_II_Romanow	Tadżykistan	Николай_II	Таджикистан
433	15782	Jane_Austen	3970	British_Airways	8.8	Jane_Austen	British_Airways	جین_آستن	بریتیش_ایرویز	Jane_Austen	British_Airways	Jane_Austen	British_Airways	ジェイン・オースティン	ブリティッシュ・エアウェイズ	Jane_Austen	British_Airways	Остин,_Джейн	British_Airways
434	8133	Dalai_Lama	44634	Tennessee_Williams	8.75	Dalai_Lama	Tennessee_Williams	دالایی_لاما	تنسی_ویلیامز	Dalaï-lama	Tennessee_Williams	Dalai_Lama	Tennessee_Williams	ダライ・ラマ	テネシー・ウィリアムズ	Dalajlama	Tennessee_Williams	Далай-лама	Уильямс,_Теннесси
435	30172853	Nicholas_II_of_Russia	9549	Edgar_Allan_Poe	8.6	Nikolaus_II._(Russland)	Edgar_Allan_Poe	نیکلای_دوم	ادگار_آلن_پو	Nicolas_II	Edgar_Allan_Poe	Nicola_II_di_Russia	Edgar_Allan_Poe	ニコライ2世	エドガー・アラン・ポー	Mikołaj_II_Romanow	Edgar_Allan_Poe	Николай_II	По,_Эдгар_Аллан
436	18110	Los_Angeles	60706	National_Collegiate_Athletic_Association	8.5	Los_Angeles	National_Collegiate_Athletic_Association	لس_آنجلس	اتحادیه_ملی_ورزش_دانشگاهی	Los_Angeles	National_Collegiate_Athletic_Association	Los_Angeles	National_Collegiate_Athletic_Association	ロサンゼルス	全米大学体育協会	Los_Angeles	National_Collegiate_Athletic_Association	Лос-Анджелес	Национальная_ассоциация_студенческого_спорта
437	25523	Richard_Feynman	159999	University_of_Tehran	8.4	Richard_Feynman	Universität_Teheran	ریچارد_فاینمن	دانشگاه_تهران	Richard_Feynman	Université_de_Téhéran	Richard_Feynman	Università_di_Teheran	リチャード・P・ファインマン	テヘラン大学	Richard_Feynman	Uniwersytet_Teherański	Фейнман,_Ричард	Тегеранский_университет
438	1672146	David_Tennant	167785	Royal_Shakespeare_Company	8.25	David_Tennant	Royal_Shakespeare_Company	دیوید_تننت	رویال_شکسپیر_کامپنی	David_Tennant	Royal_Shakespeare_Company	David_Tennant	Royal_Shakespeare_Company	デイヴィッド・テナント	ロイヤル・シェイクスピア・カンパニー	David_Tennant	Royal_Shakespeare_Company	Теннант,_Дэвид	Королевская_шекспировская_труппа
439	75434	Mauretania	23408844	St._Louis_Cardinals	8.25	Mauretanien_(Antike)	St._Louis_Cardinals		سنت_لوئیس_کاردینالز	Maurétanie	Cardinals_de_Saint-Louis	Mauretania	St._Louis_Cardinals	マウレタニア	セントルイス・カージナルス	Mauretania_(prowincja_rzymska)	St._Louis_Cardinals	Мавретания	Сент-Луис_Кардиналс
440	57445	Thurgood_Marshall	58666	United_States_Environmental_Protection_Agency	8.2	Thurgood_Marshall	Environmental_Protection_Agency	تورگود_مارشال	سازمان_حفاظت_از_محیط_زیست_ایالات_متحده_آمریکا	Thurgood_Marshall	Environmental_Protection_Agency	Thurgood_Marshall	Agenzia_statunitense_per_la_protezione_dell'ambiente	サーグッド・マーシャル	アメリカ合衆国環境保護庁	Thurgood_Marshall	Environmental_Protection_Agency	Маршалл,_Тэргуд	Агентство_по_охране_окружающей_среды_США
441	26769	South_America	3932850	Spanish_Armed_Forces	8.2	Südamerika	Spanische_Streitkräfte	آمریکای_جنوبی	نیروهای_نظامی_اسپانیا	Amérique_du_Sud	Forces_armées_espagnoles	America_meridionale	Fuerzas_Armadas_de_España	南アメリカ	スペイン軍	Ameryka_Południowa	Siły_Zbrojne_Hiszpanii	Южная_Америка	Вооружённые_силы_Испании
442	17566665	Lord_Byron	63747	Muhammad_Ali	8.2	George_Gordon_Byron	Muhammad_Ali	لرد_بایرون	محمد_علی_کلی	Lord_Byron	Mohamed_Ali	George_Gordon_Byron	Muhammad_Ali	ジョージ・ゴードン・バイロン	モハメド・アリ	George_Gordon_Byron	Muhammad_Ali_(amerykański_bokser)	Байрон,_Джордж_Гордон	Али,_Мухаммед
443	1907657	Dupont	54178	Miller_Brewing_Company	8.0	Dupont	Miller_Brewing_Company	دوپونت_(ابهام‌زدایی)		Dupont_ou_Dupond	Miller_Brewing_Company	Dupont	Miller_Brewing_Company	デュポン_(曖昧さ回避)	ミラー_(ビール)	Dupont	Miller_Brewing_Company	Дюпон	
444	55866	Vienna	512737	German_Army	8.0	Wien	Heer_(Bundeswehr)	وین	ارتش_آلمان	Vienne_(Autriche)	Heer_(Bundeswehr)	Vienna	Heer_(Bundeswehr)	ウィーン	ドイツ陸軍_(ドイツ連邦軍)	Wiedeń	Heer	Вена	Сухопутные_войска_Германии
445	25677653	Indonesia_Museum	36487	Sparta	8.0	Museum_Indonesia	Sparta		اسپارت		Sparte		Sparta		スパルタ		Sparta_(polis)	Индонезийский_музей	Спарта
446	4689264	Australia	53316	Palace_of_Versailles	8.0	Australien	Schloss_Versailles	استرالیا	کاخ_ورسای	Australie	Château_de_Versailles	Australia	Reggia_di_Versailles	オーストラリア	ヴェルサイユ宮殿	Australia	Pałac_wersalski	Австралия	Версаль
447	27308	Sierra_Leone	39569	University_of_Glasgow	8.0	Sierra_Leone	University_of_Glasgow	سیرالئون	دانشگاه_گلاسگو	Sierra_Leone	Université_de_Glasgow	Sierra_Leone	Università_di_Glasgow	シエラレオネ	グラスゴー大学	Sierra_Leone	University_of_Glasgow	Сьерра-Леоне	Университет_Глазго
448	46817	Mount_Vesuvius	21255	North_Korea	7.8	Vesuv	Nordkorea	وزوو	کره_شمالی	Vésuve	Corée_du_Nord	Vesuvio	Corea_del_Nord	ヴェスヴィオ	朝鮮民主主義人民共和国	Wezuwiusz	Korea_Północna	Везувий	Корейская_Народно-Демократическая_Республика
449	200734	Bell_hooks	282752	National_Endowment_for_the_Arts	7.75	Bell_hooks	National_Endowment_for_the_Arts	بل_هوکس	موقوفه_ملی_هنرها	Bell_hooks	National_Endowment_for_the_Arts	Bell_hooks	National_Endowment_for_the_Arts	ベル・フックス		Bell_hooks	National_Endowment_for_the_Arts	Белл_хукс	
