	source_pid	source_ptitle	target_pid	target_ptitle	mean_score	source_ptitle_de	target_ptitle_de	source_ptitle_fa	target_ptitle_fa	source_ptitle_fr	target_ptitle_fr	source_ptitle_it	target_ptitle_it	source_ptitle_ja	target_ptitle_ja	source_ptitle_pl	target_ptitle_pl	source_ptitle_ru	target_ptitle_ru
370	25459	Rocky_Mountains	32087	United_States_Army	20.25	Rocky_Mountains	United_States_Army	کوه‌های_راکی	نیروی_زمینی_ایالات_متحده_آمریکا	Montagnes_Rocheuses	United_States_Army	Montagne_Rocciose	United_States_Army	ロッキー山脈	アメリカ陸軍	Góry_Skaliste	United_States_Army	Скалистые_горы	Армия_США
371	11638	Francis_of_Assisi	18947898	Amnesty_International	20.1667	Franz_von_Assisi	Amnesty_International	فرانسیس_آسیزی	عفو_بین‌الملل	François_d'Assise	Amnesty_International	Francesco_d'Assisi	Amnesty_International	アッシジのフランチェスコ	アムネスティ・インターナショナル	Franciszek_z_Asyżu	Amnesty_International	Франциск_Ассизский	Amnesty_International
372	72671	Angela_Merkel	19004	Moscow	19.8	Angela_Merkel	Moskau	آنگلا_مرکل	مسکو	Angela_Merkel	Moscou	Angela_Merkel	Mosca_(Russia)	アンゲラ・メルケル	モスクワ	Angela_Merkel	Moskwa	Меркель,_Ангела	Москва
373	9428	Ernest_Hemingway	57445	Thurgood_Marshall	19.6667	Ernest_Hemingway	Thurgood_Marshall	ارنست_همینگوی	تورگود_مارشال	Ernest_Hemingway	Thurgood_Marshall	Ernest_Hemingway	Thurgood_Marshall	アーネスト・ヘミングウェイ	サーグッド・マーシャル	Ernest_Hemingway	Thurgood_Marshall	Хемингуэй,_Эрнест	Маршалл,_Тэргуд
374	418944	Glenn_Beck	70101	National_Rifle_Association	19.6	Glenn_Beck	National_Rifle_Association	گلن_بک	انجمن_ملی_سلاح	Glenn_Beck	National_Rifle_Association		National_Rifle_Association	グレン・ベック	全米ライフル協会		National_Rifle_Association	Бек,_Гленн	Национальная_стрелковая_ассоциация_США
375	2480627	McDonald's	309668	Dow_Chemical_Company	19.5	McDonald’s	Dow_Chemical	مک‌دونالد	شرکت_داو_کمیکال	McDonald's	Dow_Chemical	McDonald's	Dow_Chemical	マクドナルド	ダウ・ケミカル	McDonald’s	Dow_Chemical_Company	McDonald’s	Dow_Chemical
376	22614	Oscar_Wilde	31717	United_Kingdom	19.5	Oscar_Wilde	Vereinigtes_Königreich	اسکار_وایلد	بریتانیا	Oscar_Wilde	Royaume-Uni	Oscar_Wilde	Regno_Unito	オスカー・ワイルド	イギリス	Oscar_Wilde	Wielka_Brytania	Уайльд,_Оскар	Великобритания
377	72895	Phoenix_Suns	93729	World_Boxing_Organization	19.3333	Phoenix_Suns	World_Boxing_Organization	فینیکس_سانز	سازمان_جهانی_بوکس	Suns_de_Phoenix	World_Boxing_Organization	Phoenix_Suns	World_Boxing_Organization	フェニックス・サンズ	世界ボクシング機構	Phoenix_Suns	World_Boxing_Organization	Финикс_Санз	Всемирная_боксёрская_организация
378	3434750	United_States	13919	Hezbollah	19.25	Vereinigte_Staaten	Hisbollah	ایالات_متحده_آمریکا	حزب‌الله_لبنان	États-Unis	Hezbollah	Stati_Uniti_d'America	Hezbollah	アメリカ合衆国	ヒズボラ	Stany_Zjednoczone	Hezbollah	Соединённые_Штаты_Америки	Хезболла
379	26769	South_America	3932850	Spanish_Armed_Forces	19.2	Südamerika	Spanische_Streitkräfte	آمریکای_جنوبی	نیروهای_نظامی_اسپانیا	Amérique_du_Sud	Forces_armées_espagnoles	America_meridionale	Fuerzas_Armadas_de_España	南アメリカ	スペイン軍	Ameryka_Południowa	Siły_Zbrojne_Hiszpanii	Южная_Америка	Вооружённые_силы_Испании
380	3383	Brazil	68187	FC_Barcelona	19.1667	Brasilien	FC_Barcelona	برزیل	باشگاه_فوتبال_بارسلونا	Brésil	FC_Barcelone_(football)	Brasile	Futbol_Club_Barcelona	ブラジル	FCバルセロナ	Brazylia	FC_Barcelona	Бразилия	Барселона_(футбольный_клуб)
381	18959138	Antarctica	58666	United_States_Environmental_Protection_Agency	19.1667	Antarktika	Environmental_Protection_Agency	جنوبگان	سازمان_حفاظت_از_محیط_زیست_ایالات_متحده_آمریکا	Antarctique	Environmental_Protection_Agency	Antartide	Agenzia_statunitense_per_la_protezione_dell'ambiente	南極大陸	アメリカ合衆国環境保護庁	Antarktyda	Environmental_Protection_Agency	Антарктида	Агентство_по_охране_окружающей_среды_США
382	210815	Royal_Swedish_Academy_of_Sciences	581673	American_Heart_Association	19.0	Königlich_Schwedische_Akademie_der_Wissenschaften	American_Heart_Association	فرهنگستان_پادشاهی_علوم_سوئد	انجمن_قلب_آمریکا	Académie_royale_des_sciences_de_Suède	American_Heart_Association	Accademia_reale_svedese_delle_scienze	American_Heart_Association	スウェーデン王立科学アカデミー	アメリカ心臓協会	Królewska_Szwedzka_Akademia_Nauk		Шведская_королевская_академия_наук	Американская_кардиологическая_ассоциация
383	18987	Mexico_City	156879	Spanish_Navy	18.8333	Mexiko-Stadt	Armada_Española	مکزیکو_سیتی	نیروی_دریایی_اسپانیا	Mexico	Armada_espagnole	Città_del_Messico	Armada_Española	メキシコシティ	スペイン海軍	Meksyk_(miasto)	Armada_Española	Мехико	Военно-морские_силы_Испании
384	61999	Danielle_Steel	14984	International_Atomic_Energy_Agency	18.8	Danielle_Steel	Internationale_Atomenergie-Organisation	دانیل_استیل	آژانس_بین‌المللی_انرژی_اتمی	Danielle_Steel	Agence_internationale_de_l'énergie_atomique	Danielle_Steel	Agenzia_internazionale_per_l'energia_atomica	ダニエル・スティール	国際原子力機関	Danielle_Steel	Międzynarodowa_Agencja_Energii_Atomowej	Стил,_Даниэла	Международное_агентство_по_атомной_энергии
385	4128897	National_Roman_Museum	275519	Matterhorn	18.75		Matterhorn		ماترهورن		Cervin		Cervino		マッターホルン		Matterhorn		Маттерхорн
386	5334607	Africa	1392092	Italian_Army	18.6667	Afrika	Esercito_Italiano	آفریقا	نیروی_زمینی_ایتالیا	Afrique	Armée_de_terre_italienne	Africa	Esercito_Italiano	アフリカ	イタリア陸軍	Afryka		Африка	Сухопутные_войска_Италии
387	63321	Peter_O'Toole	645042	New_York_City	18.6	Peter_O’Toole	New_York_City	پیتر_اوتول	نیویورک	Peter_O'Toole	New_York	Peter_O'Toole	New_York	ピーター・オトゥール	ニューヨーク	Peter_O’Toole	Nowy_Jork	О’Тул,_Питер	Нью-Йорк
388	3301347	Tony_Blair	22997	Panama	18.4	Tony_Blair	Panama	تونی_بلر	پاناما	Tony_Blair	Panama	Tony_Blair	Panama	トニー・ブレア	パナマ	Tony_Blair	Panama	Блэр,_Тони	Панама
389	32897	William_Shakespeare	11983273	Aishwarya_Rai_Bachchan	18.3333	William_Shakespeare	Aishwarya_Rai	ویلیام_شکسپیر	آیشواریا_رای	William_Shakespeare	Aishwarya_Rai	William_Shakespeare	Aishwarya_Rai	ウィリアム・シェイクスピア	アイシュワリヤー・ラーイ	William_Shakespeare	Aishwarya_Rai	Шекспир,_Уильям	Рай,_Айшвария
390	77363	Oedipus	154099	Kim_Jong-il	18.0	Ödipus	Kim_Jong-il	ادیپ	کیم_جونگ_ایل	Œdipe	Kim_Jong-il	Edipo	Kim_Jong-il	オイディプース	金正日	Edyp	Kim_Dzong_Il	Эдип	Ким_Чен_Ир
391	18553	Louis_XIV	4497	Bugatti	17.6667	Ludwig_XIV.	Bugatti	لوئی_چهاردهم	بوگاتی	Louis_XIV		Luigi_XIV_di_Francia		ルイ14世_(フランス王)	ブガッティ	Ludwik_XIV		Людовик_XIV	
392	33873	World_Trade_Organization	970755	LinkedIn	17.6	Welthandelsorganisation	LinkedIn	سازمان_تجارت_جهانی	لینکدین	Organisation_mondiale_du_commerce	LinkedIn	Organizzazione_mondiale_del_commercio	LinkedIn	世界貿易機関	LinkedIn	Światowa_Organizacja_Handlu	LinkedIn	Всемирная_торговая_организация	LinkedIn
393	11015252	Vladimir_Lenin	17867	London	17.5	Wladimir_Iljitsch_Lenin	London	ولادیمیر_لنین	لندن	Vladimir_Ilitch_Lénine	Londres	Lenin	Londra	ウラジーミル・レーニン	ロンドン	Włodzimierz_Lenin	Londyn	Ленин,_Владимир_Ильич	Лондон
394	1339400	Federal_Highway_Administration	450053	Habitat_for_Humanity	17.3333	Federal_Highway_Administration	Habitat_for_Humanity	مدیریت_بزرگراه‌های_فدرال		Federal_Highway_Administration	Habitat_for_Humanity_International						Habitat_for_Humanity		Habitat_for_Humanity_International
395	195809	PayPal	67704	London_School_of_Economics	17.2	PayPal	London_School_of_Economics_and_Political_Science	پی‌پل	مدرسه_اقتصاد_لندن	PayPal	London_School_of_Economics	PayPal	London_School_of_Economics_and_Political_Science	PayPal	ロンドン・スクール・オブ・エコノミクス	PayPal	London_School_of_Economics	PayPal	Лондонская_школа_экономики_и_политических_наук
396	47923	Queen_Victoria	22989	Paris	17.1667	Victoria_(Vereinigtes_Königreich)	Paris	ملکه_ویکتوریا	پاریس	Victoria_(reine)	Paris	Vittoria_del_Regno_Unito	Parigi	ヴィクトリア_(イギリス女王)	パリ	Wiktoria_Hanowerska	Paryż	Виктория_(королева_Великобритании)	Париж
397	46989	Grand_Canyon	1339400	Federal_Highway_Administration	16.8333	Grand_Canyon	Federal_Highway_Administration	گرند_کنیون	مدیریت_بزرگراه‌های_فدرال	Grand_Canyon	Federal_Highway_Administration	Grand_Canyon		グランド・キャニオン		Wielki_Kanion_Kolorado		Большой_каньон	
398	14187	Henry_VIII	22680	Oda_Nobunaga	16.6667	Heinrich_VIII._(England)	Oda_Nobunaga	هنری_هشتم	اودا_نوبوناگا	Henri_VIII	Oda_Nobunaga	Enrico_VIII_d'Inghilterra	Oda_Nobunaga	ヘンリー8世_(イングランド王)	織田信長	Henryk_VIII_Tudor	Nobunaga_Oda	Генрих_VIII	Ода_Нобунага
399	18987	Mexico_City	6613	Yangtze	16.6	Mexiko-Stadt	Jangtsekiang	مکزیکو_سیتی	یانگ‌تسه	Mexico	Yangzi_Jiang	Città_del_Messico	Fiume_Azzurro	メキシコシティ	長江	Meksyk_(miasto)	Jangcy	Мехико	Янцзы
400	12426	Groucho_Marx	4016366	Crimean_Mountains	16.5	Groucho_Marx	Krimgebirge	گروچو_مارکس	کوه‌های_کریمه	Groucho_Marx	Monts_de_Crimée	Groucho_Marx	Monti_della_Crimea	グルーチョ・マルクス	クリミア山脈	Groucho_Marx	Góry_Krymskie	Маркс,_Граучо	Крымские_горы
401	23033	Portugal	10363	European_Space_Agency	16.4	Portugal	Europäische_Weltraumorganisation	پرتغال	آژانس_فضایی_اروپا	Portugal	Agence_spatiale_européenne	Portogallo	Agenzia_spaziale_europea	ポルトガル	欧州宇宙機関	Portugalia	Europejska_Agencja_Kosmiczna	Португалия	Европейское_космическое_агентство
402	5058628	Dick_Cheney	14653	Iran	16.1667	Dick_Cheney	Iran	دیک_چینی	ایران	Dick_Cheney	Iran	Dick_Cheney	Iran	ディック・チェイニー	イラン	Dick_Cheney	Iran	Чейни,_Дик	Иран
403	19698439	Oxfam	7955325	University_of_Toronto	16.0	Oxfam	University_of_Toronto	آکسفام	دانشگاه_تورنتو	Oxfam_International	Université_de_Toronto	Oxfam	Università_di_Toronto	オックスファム	トロント大学	Oxfam	University_of_Toronto	Оксфам	Торонтский_университет
404	11225	Ferrari	68187	FC_Barcelona	15.8333	Ferrari	FC_Barcelona	فراری	باشگاه_فوتبال_بارسلونا	Ferrari_(entreprise)	FC_Barcelone_(football)	Ferrari	Futbol_Club_Barcelona	フェラーリ	FCバルセロナ	Ferrari	FC_Barcelona	Ferrari	Барселона_(футбольный_клуб)
405	12153654	Elizabeth_II	18959138	Antarctica	15.8333	Elisabeth_II.	Antarktika	الیزابت_دوم	جنوبگان	Élisabeth_II	Antarctique	Elisabetta_II_del_Regno_Unito	Antartide	エリザベス2世	南極大陸	Elżbieta_II	Antarktyda	Елизавета_II	Антарктида
406	14984	International_Atomic_Energy_Agency	159999	University_of_Tehran	15.6667	Internationale_Atomenergie-Organisation	Universität_Teheran	آژانس_بین‌المللی_انرژی_اتمی	دانشگاه_تهران	Agence_internationale_de_l'énergie_atomique	Université_de_Téhéran	Agenzia_internazionale_per_l'energia_atomica	Università_di_Teheran	国際原子力機関	テヘラン大学	Międzynarodowa_Agencja_Energii_Atomowej	Uniwersytet_Teherański	Международное_агентство_по_атомной_энергии	Тегеранский_университет
407	460349	Ralph_Lauren	8133	Dalai_Lama	15.5	Ralph_Lauren	Dalai_Lama	رالف_لورن	دالایی_لاما	Ralph_Lauren	Dalaï-lama	Ralph_Lauren	Dalai_Lama	ラルフ・ローレン	ダライ・ラマ	Ralph_Lauren	Dalajlama	Лорен,_Ральф	Далай-лама
408	16275	Jakarta	3383	Brazil	15.2	Jakarta	Brasilien	جاکارتا	برزیل	Jakarta	Brésil	Giacarta	Brasile	ジャカルタ	ブラジル	Dżakarta	Brazylia	Джакарта	Бразилия
409	3395	Gautama_Buddha	27019	South_Korea	15.1667	Siddhartha_Gautama	Südkorea	گوتاما_بودا	کره_جنوبی	Siddhartha_Gautama	Corée_du_Sud	Gautama_Buddha	Corea_del_Sud	釈迦	大韓民国	Budda_Siakjamuni	Korea_Południowa	Будда_Шакьямуни	Республика_Корея
410	154099	Kim_Jong-il	581172	BBC_Worldwide	15.0	Kim_Jong-il		کیم_جونگ_ایل	بی‌بی‌سی_جهانی	Kim_Jong-il	BBC_Worldwide	Kim_Jong-il	BBC_Worldwide	金正日	BBCワールドワイド	Kim_Dzong_Il	BBC_Worldwide	Ким_Чен_Ир	
411	26984	Sophocles	17546	Louvre	15.0	Sophokles	Louvre	سوفوکل	لوور	Sophocle	Musée_du_Louvre	Sofocle	Museo_del_Louvre	ソポクレス	ルーヴル美術館	Sofokles	Luwr	Софокл	Лувр
412	3747	Bill_Gates	16027	J._K._Rowling	14.8	Bill_Gates	Joanne_K._Rowling	بیل_گیتس	جی.کی._رولینگ	Bill_Gates	J._K._Rowling	Bill_Gates	J._K._Rowling	ビル・ゲイツ	J・K・ローリング	Bill_Gates	J.K._Rowling	Гейтс,_Билл	Роулинг,_Джоан
413	148401	Vienna_Philharmonic	581172	BBC_Worldwide	14.8	Wiener_Philharmoniker		ارکستر_فیلارمونیک_وین	بی‌بی‌سی_جهانی	Orchestre_philharmonique_de_Vienne	BBC_Worldwide	Wiener_Philharmoniker	BBC_Worldwide	ウィーン・フィルハーモニー管弦楽団	BBCワールドワイド	Filharmonicy_Wiedeńscy	BBC_Worldwide	Венский_филармонический_оркестр	
414	9906294	Johann_Sebastian_Bach	30172853	Nicholas_II_of_Russia	14.8	Johann_Sebastian_Bach	Nikolaus_II._(Russland)	یوهان_سباستیان_باخ	نیکلای_دوم	Jean-Sébastien_Bach	Nicolas_II	Johann_Sebastian_Bach	Nicola_II_di_Russia	ヨハン・ゼバスティアン・バッハ	ニコライ2世	Johann_Sebastian_Bach	Mikołaj_II_Romanow	Бах,_Иоганн_Себастьян	Николай_II
415	3354	Berlin	31800	University_of_Oslo	14.6667	Berlin	Universität_Oslo	برلین	دانشگاه_اسلو	Berlin	Université_d'Oslo	Berlino	Università_di_Oslo	ベルリン	オスロ大学	Berlin	Uniwersytet_w_Oslo	Берлин	Университет_Осло
416	16027	J._K._Rowling	736	Albert_Einstein	14.5	Joanne_K._Rowling	Albert_Einstein	جی.کی._رولینگ	آلبرت_اینشتین	J._K._Rowling	Albert_Einstein	J._K._Rowling	Albert_Einstein	J・K・ローリング	アルベルト・アインシュタイン	J.K._Rowling	Albert_Einstein	Роулинг,_Джоан	Эйнштейн,_Альберт
417	3747	Bill_Gates	18701436	Tumblr	14.4	Bill_Gates	Tumblr	بیل_گیتس	تامبلر	Bill_Gates	Tumblr	Bill_Gates	Tumblr	ビル・ゲイツ	Tumblr	Bill_Gates	Tumblr	Гейтс,_Билл	Tumblr
418	7567080	Martin_Luther	21139	North_America	13.8	Martin_Luther	Nordamerika	مارتین_لوتر	آمریکای_شمالی	Martin_Luther	Amérique_du_Nord	Martin_Lutero	America_del_Nord	マルティン・ルター	北アメリカ	Marcin_Luter	Ameryka_Północna	Лютер,_Мартин	Северная_Америка
419	180542	Himeji_Castle	10221	Euphrates	13.6	Burg_Himeji	Euphrat	قلعه_هیمه‌جی	فرات	Château_de_Himeji	Euphrate	Castello_di_Himeji	Eufrate	姫路城	ユーフラテス川	Zamek_Himeji	Eufrat	Замок_Химэдзи	Евфрат
420	154099	Kim_Jong-il	15147	International_Olympic_Committee	13.5	Kim_Jong-il	Internationales_Olympisches_Komitee	کیم_جونگ_ایل	کمیته_بین‌المللی_المپیک	Kim_Jong-il	Comité_international_olympique	Kim_Jong-il	Comitato_Olimpico_Internazionale	金正日	国際オリンピック委員会	Kim_Dzong_Il	Międzynarodowy_Komitet_Olimpijski	Ким_Чен_Ир	Международный_олимпийский_комитет
421	5405	China	287713	United_States_Olympic_&_Paralympic_Committee	13.5	Volksrepublik_China	United_States_Olympic_Committee	چین	کمیته_المپیک_ایالات_متحده	Chine	Comité_olympique_des_États-Unis	Cina	Comitato_Olimpico_degli_Stati_Uniti	中華人民共和国	アメリカオリンピック委員会	Chińska_Republika_Ludowa		Китай	Олимпийский_и_паралимпийский_комитет_США
422	90050	Nefertiti	2346975	Ban_Ki-moon	13.3333	Nofretete	Ban_Ki-moon	نفرتیتی	بان_کی‌مون	Néfertiti	Ban_Ki-moon	Nefertiti	Ban_Ki-moon	ネフェルティティ	潘基文	Nefertiti	Ban_Ki-moon	Нефертити	Пан_Ги_Мун
423	287713	United_States_Olympic_&_Paralympic_Committee	72879	Toronto_Raptors	13.3333	United_States_Olympic_Committee	Toronto_Raptors	کمیته_المپیک_ایالات_متحده	تورنتو_رپترز	Comité_olympique_des_États-Unis	Raptors_de_Toronto	Comitato_Olimpico_degli_Stati_Uniti	Toronto_Raptors	アメリカオリンピック委員会	トロント・ラプターズ		Toronto_Raptors	Олимпийский_и_паралимпийский_комитет_США	Торонто_Рэпторс
424	10707	Fiji	30188	Tunisia	13.2	Fidschi	Tunesien	فیجی	تونس	Fidji	Tunisie	Figi	Tunisia	フィジー	チュニジア	Fidżi	Tunezja	Фиджи	Тунис
425	31750	Ukraine	14984	International_Atomic_Energy_Agency	13.0	Ukraine	Internationale_Atomenergie-Organisation	اوکراین	آژانس_بین‌المللی_انرژی_اتمی	Ukraine	Agence_internationale_de_l'énergie_atomique	Ucraina	Agenzia_internazionale_per_l'energia_atomica	ウクライナ	国際原子力機関	Ukraina	Międzynarodowa_Agencja_Energii_Atomowej	Украина	Международное_агентство_по_атомной_энергии
426	72671	Angela_Merkel	3434750	United_States	13.0	Angela_Merkel	Vereinigte_Staaten	آنگلا_مرکل	ایالات_متحده_آمریکا	Angela_Merkel	États-Unis	Angela_Merkel	Stati_Uniti_d'America	アンゲラ・メルケル	アメリカ合衆国	Angela_Merkel	Stany_Zjednoczone	Меркель,_Ангела	Соединённые_Штаты_Америки
427	38965	Cary_Grant	645042	New_York_City	13.0	Cary_Grant	New_York_City	کری_گرانت	نیویورک	Cary_Grant	New_York	Cary_Grant	New_York	ケーリー・グラント	ニューヨーク	Cary_Grant	Nowy_Jork	Грант,_Кэри	Нью-Йорк
428	11638	Francis_of_Assisi	25832	Ringo_Starr	13.0	Franz_von_Assisi	Ringo_Starr	فرانسیس_آسیزی	رینگو_استار	François_d'Assise	Ringo_Starr	Francesco_d'Assisi	Ringo_Starr	アッシジのフランチェスコ	リンゴ・スター	Franciszek_z_Asyżu	Ringo_Starr	Франциск_Ассизский	Ринго_Старр
429	46989	Grand_Canyon	54178	Miller_Brewing_Company	12.8	Grand_Canyon	Miller_Brewing_Company	گرند_کنیون		Grand_Canyon	Miller_Brewing_Company	Grand_Canyon	Miller_Brewing_Company	グランド・キャニオン	ミラー_(ビール)	Wielki_Kanion_Kolorado	Miller_Brewing_Company	Большой_каньон	
430	10363	European_Space_Agency	3186173	Cornell_University_Press	12.5	Europäische_Weltraumorganisation	Cornell_University_Press	آژانس_فضایی_اروپا		Agence_spatiale_européenne	Cornell_University_Press	Agenzia_spaziale_europea		欧州宇宙機関		Europejska_Agencja_Kosmiczna		Европейское_космическое_агентство	
431	19985712	Small_Business_Administration	148401	Vienna_Philharmonic	12.4	Small_Business_Administration	Wiener_Philharmoniker	اداره_کسب‌وکارهای_کوچک	ارکستر_فیلارمونیک_وین	Small_Business_Administration	Orchestre_philharmonique_de_Vienne	Agenzia_per_le_piccole_imprese	Wiener_Philharmoniker		ウィーン・フィルハーモニー管弦楽団		Filharmonicy_Wiedeńscy	Управление_по_делам_малого_бизнеса_(США)	Венский_филармонический_оркестр
432	875053	American_Ballet_Theatre	60706	National_Collegiate_Athletic_Association	12.25	American_Ballet_Theatre	National_Collegiate_Athletic_Association		اتحادیه_ملی_ورزش_دانشگاهی	American_Ballet_Theatre	National_Collegiate_Athletic_Association	American_Ballet_Theatre	National_Collegiate_Athletic_Association	アメリカン・バレエ・シアター	全米大学体育協会		National_Collegiate_Athletic_Association	Американский_театр_балета	Национальная_ассоциация_студенческого_спорта
433	18553	Louis_XIV	19579	Mississippi_River	12.2	Ludwig_XIV.	Mississippi_River	لوئی_چهاردهم	رود_می‌سی‌سی‌پی	Louis_XIV	Mississippi_(fleuve)	Luigi_XIV_di_Francia	Mississippi_(fiume)	ルイ14世_(フランス王)	ミシシッピ川	Ludwik_XIV	Missisipi_(rzeka)	Людовик_XIV	Миссисипи
434	70551	Florida_Panthers	15147	International_Olympic_Committee	12.1667	Florida_Panthers	Internationales_Olympisches_Komitee		کمیته_بین‌المللی_المپیک	Panthers_de_la_Floride	Comité_international_olympique	Florida_Panthers	Comitato_Olimpico_Internazionale	フロリダ・パンサーズ	国際オリンピック委員会	Florida_Panthers	Międzynarodowy_Komitet_Olimpijski	Флорида_Пантерз	Международный_олимпийский_комитет
435	19004	Moscow	512737	German_Army	12.1667	Moskau	Heer_(Bundeswehr)	مسکو	ارتش_آلمان	Moscou	Heer_(Bundeswehr)	Mosca_(Russia)	Heer_(Bundeswehr)	モスクワ	ドイツ陸軍_(ドイツ連邦軍)	Moskwa	Heer	Москва	Сухопутные_войска_Германии
436	20076	Martin_Luther_King_Jr.	736	Albert_Einstein	12.0	Martin_Luther_King	Albert_Einstein	مارتین_لوتر_کینگ_جونیور	آلبرت_اینشتین	Martin_Luther_King	Albert_Einstein	Martin_Luther_King	Albert_Einstein	マーティン・ルーサー・キング・ジュニア	アルベルト・アインシュタイン	Martin_Luther_King	Albert_Einstein	Кинг,_Мартин_Лютер	Эйнштейн,_Альберт
437	200734	Bell_hooks	5334607	Africa	11.5	Bell_hooks	Afrika	بل_هوکس	آفریقا	Bell_hooks	Afrique	Bell_hooks	Africa	ベル・フックス	アフリカ	Bell_hooks	Afryka	Белл_хукс	Африка
438	142715	Emirates_(airline)	156879	Spanish_Navy	11.25	Emirates	Armada_Española	هواپیمایی_امارات	نیروی_دریایی_اسپانیا	Emirates	Armada_espagnole	Emirates	Armada_Española	エミレーツ航空	スペイン海軍	Emirates	Armada_Española	Emirates_(авиакомпания)	Военно-морские_силы_Испании
439	15872	J._R._R._Tolkien	67704	London_School_of_Economics	11.25	J._R._R._Tolkien	London_School_of_Economics_and_Political_Science	جی._آر._آر._تالکین	مدرسه_اقتصاد_لندن	J._R._R._Tolkien	London_School_of_Economics	J._R._R._Tolkien	London_School_of_Economics_and_Political_Science	J・R・R・トールキン	ロンドン・スクール・オブ・エコノミクス	J.R.R._Tolkien	London_School_of_Economics	Толкин,_Джон_Рональд_Руэл	Лондонская_школа_экономики_и_политических_наук
440	30172853	Nicholas_II_of_Russia	9549	Edgar_Allan_Poe	11.1667	Nikolaus_II._(Russland)	Edgar_Allan_Poe	نیکلای_دوم	ادگار_آلن_پو	Nicolas_II	Edgar_Allan_Poe	Nicola_II_di_Russia	Edgar_Allan_Poe	ニコライ2世	エドガー・アラン・ポー	Mikołaj_II_Romanow	Edgar_Allan_Poe	Николай_II	По,_Эдгар_Аллан
441	72671	Angela_Merkel	57445	Thurgood_Marshall	11.0	Angela_Merkel	Thurgood_Marshall	آنگلا_مرکل	تورگود_مارشال	Angela_Merkel	Thurgood_Marshall	Angela_Merkel	Thurgood_Marshall	アンゲラ・メルケル	サーグッド・マーシャル	Angela_Merkel	Thurgood_Marshall	Меркель,_Ангела	Маршалл,_Тэргуд
442	5042916	Canada	1950	American_Civil_Liberties_Union	11.0	Kanada	American_Civil_Liberties_Union	کانادا	اتحادیه_آزادی‌های_مدنی_آمریکا	Canada	Union_américaine_pour_les_libertés_civiles	Canada	American_Civil_Liberties_Union	カナダ	アメリカ自由人権協会	Kanada	American_Civil_Liberties_Union	Канада	Американский_союз_защиты_гражданских_свобод
443	127657	Mark_Rothko	97733	Lufthansa	11.0	Mark_Rothko	Lufthansa	مارک_روتکو	لوفت‌هانزا	Mark_Rothko	Lufthansa	Mark_Rothko	Lufthansa	マーク・ロスコ	ルフトハンザドイツ航空	Mark_Rothko	Lufthansa	Ротко,_Марк	Lufthansa
444	175855	Karl_Lagerfeld	17566665	Lord_Byron	10.8333	Karl_Lagerfeld	George_Gordon_Byron	کارل_لاگرفلد	لرد_بایرون	Karl_Lagerfeld	Lord_Byron	Karl_Lagerfeld	George_Gordon_Byron	カール・ラガーフェルド	ジョージ・ゴードン・バイロン	Karl_Lagerfeld	George_Gordon_Byron	Лагерфельд,_Карл	Байрон,_Джордж_Гордон
445	5043192	Hillary_Clinton	282752	National_Endowment_for_the_Arts	10.8	Hillary_Clinton	National_Endowment_for_the_Arts	هیلاری_کلینتون	موقوفه_ملی_هنرها	Hillary_Clinton	National_Endowment_for_the_Arts	Hillary_Clinton	National_Endowment_for_the_Arts	ヒラリー・クリントン		Hillary_Clinton	National_Endowment_for_the_Arts	Клинтон,_Хиллари	
446	301088	Vatican_Hill	450053	Habitat_for_Humanity	10.8	Vatikanischer_Hügel	Habitat_for_Humanity			Vatican_(colline)	Habitat_for_Humanity_International	Colle_Vaticano				Wzgórze_Watykańskie	Habitat_for_Humanity	Ватиканский_холм	Habitat_for_Humanity_International
447	57445	Thurgood_Marshall	58666	United_States_Environmental_Protection_Agency	10.6667	Thurgood_Marshall	Environmental_Protection_Agency	تورگود_مارشال	سازمان_حفاظت_از_محیط_زیست_ایالات_متحده_آمریکا	Thurgood_Marshall	Environmental_Protection_Agency	Thurgood_Marshall	Agenzia_statunitense_per_la_protezione_dell'ambiente	サーグッド・マーシャル	アメリカ合衆国環境保護庁	Thurgood_Marshall	Environmental_Protection_Agency	Маршалл,_Тэргуд	Агентство_по_охране_окружающей_среды_США
448	26909	Silvio_Berlusconi	23033	Portugal	10.6	Silvio_Berlusconi	Portugal	سیلویو_برلوسکونی	پرتغال	Silvio_Berlusconi	Portugal	Silvio_Berlusconi	Portogallo	シルヴィオ・ベルルスコーニ	ポルトガル	Silvio_Berlusconi	Portugalia	Берлускони,_Сильвио	Португалия
449	23033	Portugal	468224	Catskill_Mountains	10.5	Portugal	Catskill_Mountains	پرتغال		Portugal	Montagnes_Catskill	Portogallo	Monti_Catskill	ポルトガル	キャッツキル山地	Portugalia	Catskill_(góry)	Португалия	Катскилл_(горы)
450	220007	Social_Security_Administration	512737	German_Army	10.5		Heer_(Bundeswehr)	اداره_تأمین_اجتماعی_(آمریکا)	ارتش_آلمان	Administration_de_la_sécurité_sociale	Heer_(Bundeswehr)		Heer_(Bundeswehr)	社会保障局_(アメリカ合衆国)	ドイツ陸軍_(ドイツ連邦軍)		Heer	Администрация_социального_обеспечения_США	Сухопутные_войска_Германии
